id,name
0558e0a9-0c52-4b33-b465-7a9f993fbeb0,Высокая температура тела
dce6def2-7b29-4f1f-a1b8-7b25ea9c01a6,Ломота в суставах
ae8e5b01-f63d-4fe9-9162-79eafd87d250,Вялость 
b8c77642-9524-45d5-aa5b-8cddf5a7440f,Жажда 
92eb21c5-eb85-4cb3-aa84-34db6742c8fc,Изменение веса 
cc7202d5-2c9a-4968-8115-cf1cdc724e89,Истощение 
4cc31b52-8084-4e36-bb4d-3d2b04ebbad3,Колебания веса 
cdb0b413-2349-454d-86e6-d22ec9139df3,Ломота в мышцах 
8dc0b903-b908-459a-bac7-36d4d6bbdaa1,Ломота в теле 
882cec10-3040-4a77-815f-2c448e5d253f,Недомогание 
85b1e06a-9316-4138-a347-50dbe68de00c,Низкая температура тела 
afb96a99-caf5-4201-a266-649fc55a8c3d,Ночная потливость у женщин 
70ae2afe-49d7-4d8e-90b7-7645cfb89398,Ночная потливость у мужчин 
8782df5a-26de-4cc5-90c7-824cd965b50a,Озноб 
38fa514d-4a19-4036-90b6-11ef836ec1c1,Постоянная жажда 
31dd932e-8131-4a72-a14b-62496b891d91,Потеря веса 
af6a3f6a-4798-4c1a-a899-c1ab1cc76032,Потливость 
a743ae24-1152-4ff8-b541-3861ce947c51,Увеличение веса 
55590d04-8a70-44d0-88ab-3c2e07e24f58,Слабость 
8568c4cf-a38b-4549-8225-7f0fd47cb5e7,Сильная жажда 
